Text,Review-Activity,Season
"Reading, writing, sleeping",ACTIVITY,WINTER
Vacations  Working outside  Walking in the park,ACTIVITY,SUMMER
"Tom and Jerry are cool but...: ...this DVD presents them in an incorrect aspect ratio. The cartoons are unique in the fact that they have aspect ratios between 2.35:1 and 2.55:1 with some serious thought put into compositions. This DVD is just plain, old fashioned 1.33:1 (pan and scan) with half the picture hacked of the sides of each short. If Cartoon Network pay money to redub sound effects on present airings (some of which are in their OAR) then I would have assumed that Warner would also produced an anamorphic widescreen DVD with a 5.1 track.Stick to the TV airings. At least they are sporadically in the correct aspect ratio.",REVIEW,NOT APPLICABLE
"review: ""Sky Captain and the World of Tomorrow"", is a futuristic 1930's movie serial drama type of genre. This movie reminded me of an old colorized classic like ""The Maltese Falcon"" but not as good. A sort of Flash Gordon meets Star Wars kind of film. The ""hero"" of the move is a piolit of a flying tiger air craft that can go for ever on a tank of gas and if in trouble; can dive into the ocean at a great speed with out falling apart. It then has the ability to become an under water mode of transportation. The heroin she's the 1990's women's liberated Lois Lane news reporter type, who is out for the next big news paper, hold the presses, stop everything scoop of her life. Campy at times and cute, this movie falls a little short of being a classic by any str",REVIEW,NOT APPLICABLE
"works: I don't give 5 stars to things that I can really do myself. This tool saves a little bit of time and it's better than the way i chop, but is the price worth it? I still don't know. The product does what it's supposed to do.",REVIEW,NOT APPLICABLE
"Stepping on leave, pumpkin flavor everything, halloween",ACTIVITY,FALL
snow  snow  snow,ACTIVITY,WINTER
"Disappointing: I appreciated Adichie's exploration into the everyday of a traditional Nigerian family; it is easy to form a picture in one's mind. However, I expected more. I came away thinking and feeling ""is this it?"". The book seemed to lack a certain substance.Anyhow, I am proud of her accomplishments and have her other book ""Half of a Yellow Sun"" waiting to be read. I hope it is better!",REVIEW,NOT APPLICABLE
Evening walks  Snuggling together with a warm beverage watching rain or leaves fall  Getting warm by a fire with loved ones,ACTIVITY,FALL
"The Summons- A real disappointment: I have enjoyed John Grisham's other legal thrillers, but found The Summons lacking. I feel it would have made an excellent short story, but was too predictable. The characters really had no depth. Does the publisher offer a money back guarantee? I spent a small fortune on the CD audio version.",REVIEW,NOT APPLICABLE
Apple picking  Leaves  Fires,ACTIVITY,FALL
Halloween Parade  Raking leaves  Drives to see foliage,ACTIVITY,FALL
"Beach,fishing,hikinh",ACTIVITY,SUMMER
"A good way to be introduced to Taoism: Even if you don't know anything about Tao or Pooh, this book is entertaining and enlightening. I would think that anyone would benefit from reading this book. The way it is written really makes it easy to read and absorb. It's a must read!",REVIEW,NOT APPLICABLE
Watching TV -  Watching Movies -  Reading,ACTIVITY,WINTER
Pumpkin picking   Walks  Runs,ACTIVITY,FALL
"My first problem with P.C .tools: I own a number of P.C. tools and have generally been happy with them. I bought a 19.2 volt Drill Driver about 2 years ago and it has provided very good service. However I just bought a companion 19.2 Hammer Driver on 7/11. Well the other day with about the third or forth work day of use on it the gun started to smoke from the back and slow down. The battery heated up and it smelled like mealting plastic, so i stopped using it immediately. Guess I'll have to send it back and try again. All my other 19.2 tool work great. The Tiger saw is a work horse!Well its August of 2006 and my PC Hammer Drill torqued up in a tight spot and the trigger jammed in the ""on"" position. By the time I got it pulled out of the hole the insides bu",REVIEW,NOT APPLICABLE
"Aurora Consurgens ""In Excelsis"": This is great stuff man. It might be not as excelent as ""Temple of Shadows"". But I think that it shows a band that has never stop growing as musicians and artists. On this record one can find a wide spam of music that will please all tastes from classic power metal to power ballads. Overall a good purchase.",REVIEW,NOT APPLICABLE
"Great season probably one of the best!: I have all the seasons of Seinfeld and this one I cant wait to get. Just the ""soup nazi"" and ""the sponge"" is worth the whole set. This show is awesome and I can watch it a 1000 times. I have bought all the seasons out so far and have watched them all I know at least 20 times each episode. To pick a favorite episode would be very difficult.",REVIEW,NOT APPLICABLE
Read  Drink coffee  Cuddle,ACTIVITY,WINTER
"Have never seen a worse movie.: Mick LaSalle of the San Francisco must be related to Kornbluth...as well as anyone who writes a positive review about this film. Instead of a ""winning comedy"" (as Lasalle leads the unassuming consumer to believe), Haiku Tunnel comes through with the worst plot line, acting, gimmicks and comedic attempts to ever be put on film. Kornbluth, looking eerily like the Principal from Billy Madison by the way, has just made the day of anyone that has had anything with the movie ""Ishtar"". We now have a new heir to the thrown of the title ""Worst Movie Of All Time"". Do not waste your time...",REVIEW,NOT APPLICABLE
"Excellent introductory book: Fascinating reading. I had trouble putting it down at times, which is a lot to be said for a text book! Although I had lots of experience with classical control methods I hadn't studied neural or fuzzy systems before. I found the book gave me an excellent introduction to the topics in a highly readable format and yet also gave me the details mathematics required to be able to be able to program fuzzy and neural systems myself. It also had examples using the Matlab toolboxes which was useful.",REVIEW,NOT APPLICABLE
"Black Granite stone creations spray: I was very dissapointedin color listing. Prior purchase of black granite stone creations spray was a black foundation. This product was a dark gray foundation.I had to return, as I was unable to use with current color of black foundation, as before.",REVIEW,NOT APPLICABLE
"Does not work with Linux: Linux support is listed, but could not make work on my system (Fedora 10 x86_64). The driver cd was a mess (disorganized), and targeted at building support into a 2.4 kernel. My 2.6 kernel has module support for the chipset on the card (Silicon Image 2114), but got no signs that the card was even connected. Returned.",REVIEW,NOT APPLICABLE
"Cuddling under the blankets with my kitty, Thanksgiving, bonfires.",ACTIVITY,FALL
"blame xmas for lateness: Orded two books in December, and got this one just the other day (it's now the end of January). Again this was done over Christmas when the Post Offices are clogged up with post. The book is in mint condition. Thanks!",REVIEW,NOT APPLICABLE
"Driving through the forest, picking apples, making a fire in the fireplace.",ACTIVITY,FALL
"Bush Lied!: The book should have been titled Bush Lied, since that is what half of it was about.The author is dumbstuck by the 101st CO and the other officers he was stationed with. If they made any mistakes the auther fails to mention them. However, he did not fial to mention any negative things they said about the mission or the plan (ie Bush).I wish the author had give his personal thoughts on wether Gen Petraeus lied or Gen Franks lied. Gen Franks claimed in his book that the Pres asked each Gen if they had what they needed and they all said yes. In the book the author said Gen Petraeus said he told the pentagon more troops were needed.Finally I wish the author had included Gen Franks, Isreal, Saudia Ariaba, Jordan, President Bush 41, Predident Clinton",REVIEW,NOT APPLICABLE
"...Together: I wished there was a review here before I bought this cd.Really not a good cd! This is a live performance. Must of been a small club, where Brenda Holloway tells you she hasn't sung some of these songs in years, and shes a little rusty. Which her voice cracks through out the so called performance, and the Mic. screeches at times too. Unless you like a live performance, where the artist is off-key at times. I would avoid this one.Buy Her Greatest Hits Cd It's, a Million Times Better!As it's the same songs... the untitled listings are her talking to people she knows in the crowd.. not songs!",REVIEW,NOT APPLICABLE
"Paul Does It Again: This album blows away everything Paul did since the underrated Give My Regards To Broad Street album. Some of the tracks are hauntingly beautiful, such as Somedays and Little Willow. Beautiful Night may very well be among the best songs Paul has ever done (and that's saying something), although some have said it was overdone. While the ballads are great, Sir Paul also rocks out on this album with The World Tonight, Young Boy, and Flaming Pie. However, a McCartney album wouldn't be a McCartney album if it didn't have pointless filler tracks on it. The Steve Miller collaboration Used to Be Bad and the Ringo Starr collaboration Really Love You are boring at best. However, the album is also redeemed by acoustic-oriented pieces such as The S",REVIEW,NOT APPLICABLE
Shopping  Baking  Cooking,ACTIVITY,FALL
snow  playing  walking,ACTIVITY,WINTER
Watching the leaves change color.  Thanksgiving dinner  Watching football,ACTIVITY,FALL
watching TV  cross country skiing  eat,ACTIVITY,WINTER
"A big disappointment: Love Barbara Steele, hated this movie. Ill fated attempts at humor. If you are intrigued by the cover, this is a scene that never appears in the movie.",REVIEW,NOT APPLICABLE
Crunching leaves  Fall festivals  Playing baseball,ACTIVITY,FALL
hunting camping sledding,ACTIVITY,WINTER
"better than Energizer: I have owned and used these AAAa and AAs for several years now. They are great. They last longer than Energizer rechargeable batteries and much, much longer than generic/off brands. In addition, they don't get as hot when charging as the other brands do.",REVIEW,NOT APPLICABLE
"eating ice cream, outdoor concert band concerts, nice weather",ACTIVITY,SUMMER
Carving pumpkins  Stomping crunchy leaves  Drinking tea,ACTIVITY,FALL
Sleeping  Video games  Playing Basketball,ACTIVITY,FALL
"Hilarious: Teaches morals without being preachy, the caracters are very sweet, the piggy family is very loving and caring. There is a lot of laughs in the show and you will laugh at it as well. Not boring for adults either. We currently live in the UK and Peppa is a big hit here.Highly recommended.",REVIEW,NOT APPLICABLE
"A breath of fresh air and enthusiastically recommended: Good News For A Change: Hope For A Troubled Planet by David Suzuki (Sustainable Development Research Institute, University of British Columbia) with the assistance of professional writer Holly Dressel is a compelling and informative environmental treatise that uniquely focuses on the positive improvements of humanity's interaction with global ecosystems, ranging from small farms and ranches to multinational agribusiness corporations. As modern technology improves, more ways are being discovered to save soil, right social wrongs, and preserve more of the planet. Encouraging the reader to never give up hope for the fight to protect our planet, Good News For A Change is a breath of fresh air and enthusia",REVIEW,NOT APPLICABLE
Halloween  Pumpkin Carving  Decoration,ACTIVITY,FALL
Hiking. Cycling. Biking.,ACTIVITY,WINTER
"Sleeping, Eating, showering.",ACTIVITY,WINTER
"Great illustrations: The multiple views and illustrations are terrific. It didn't have one of just the veinous system that I was looking for but looks excellent for bones, muscles, and nerves.",REVIEW,NOT APPLICABLE
"Lighting a fire, watching old movies, reading a good book.",ACTIVITY,WINTER
changing my screens,ACTIVITY,FALL
Picnics  Family gatherings  Warm weather,ACTIVITY,SUMMER
"I just couldn't get into it: I've heard so many people say the Tales of the City series was so incredible, and I've read all the reviews on this page, but I couldn't even get through the first book (and I've lived in the Bay area all my 22 years). To me, it lacked richness and colorful descriptions, and very little ""happened"" except for the most mundane of situations. San Francisco just didn't ""come through"" the pages for me.",REVIEW,NOT APPLICABLE
"lawn care,camping,",ACTIVITY,FALL
"The right gift at a great price!: We searched and searched for a good deal, and who would've thought to purchase a scooter on Amazon and at a better price then many other sites and stores!We purchased this as a gift for our daughter, and she was ecstatic when she opened it up at Christmas!",REVIEW,NOT APPLICABLE
Reading going shopping and eating,ACTIVITY,WINTER
"raking leaves,bazaar shopping,walking,",ACTIVITY,FALL
"Audiovox MP-1000 Complete Junk: I bought this MP3 players as a Christmas present for my wife. In the 6 months that she has had it, it has been back to Audiovox for repairs twice and now has stopped working again. It is out of warranty and definitely not worth the cost of an out-of warranty repair. I would discourage anyone from wasting money on this player.",REVIEW,NOT APPLICABLE
The Fall Festival  Decorating for Christmas  Celebrate the holidays,ACTIVITY,FALL
movie is awesome: i think if you are a twight series fan then you are goin to love eclipse. i cant wait to see both breaking dawn movies . it keeps you on your seat the whole time . the rumor is that the dvd is commin out dec 7th just in time for christmas,REVIEW,NOT APPLICABLE
"Sleeping,skiing,dying",ACTIVITY,WINTER
"Not good...: This product was difficult to use initially, and stopped working after a few months. I guess you get what you pay for.",REVIEW,NOT APPLICABLE
"Room for what?!: John Mayer's ""Room For Squares"" has been recorded with little imagination. At first, you'll get excited thinking that you'll get more songs like ""Love Song For No One"" or ""No Such Thing"" but honestly halfway through the album can get you dozing off to wonderland. 2 stars for the light voice Mayer has and another one for the effort, but the album (for me) failed to create an impression and I thought that after listening to the whole CD over and over again, it will soon grow on me, but it wasn't to be. ""Room For Squares"" must be substituted with an album from Rob Thomas or Stephan Jenkins from Third Eye Blind. Try those two instead. Mayer is nothing special.",REVIEW,NOT APPLICABLE
"One of the best books of all times...: From the moment I picked up ""Sophie's World"" I fell completely in love with it. I am just 14, and don't quite understand everything in it, which makes each time I read it more exciting than the last. The book is filled with suspense and surprise. Not only is the story line excellent, but I feel that it has changed the way I look at my life and my surroundings. This excellent introduction to philosophy has caught my interest so much that I have started reading even more philisophical books. This book was a present from my father, and one I will never forget. I made my mother, father, and grandparents all read it. So far, it has been a huge success in my family. Not only do I feel that I have learned a lot from ""Sophie'",REVIEW,NOT APPLICABLE
"Cooking,  working outdoors, sweet potato pie.",ACTIVITY,FALL
"My favorite winter activities are snowboarding, hiking, and shoveling.",ACTIVITY,WINTER
Going to the pumpkin patch.  Having bonfires.  Halloween.,ACTIVITY,FALL
Apple picking  Pumpkin painting  Hikes,ACTIVITY,FALL
"Brackets: A most useful product, thanks for the good deal. Just a thought why not include them in any large Maglite sale. Just a thought.",REVIEW,NOT APPLICABLE
Fishing ice skating being outside,ACTIVITY,WINTER
Football games  Hiking  Farmer markets,ACTIVITY,FALL
swimming  soccer   tennis,ACTIVITY,SUMMER
"I like to go apple picking, eating everything pumpkin-flavored, and the fall foliage.",ACTIVITY,FALL
Love it!!!: Someone at work wears Mademoiselle and I really liked the scent. I decided to try it for myself and I really like it. It is now one of my favorite perfumes. I get a lot of compliments on it and it isn't overwhelming like some perfumes I have smelled.,REVIEW,NOT APPLICABLE
Cheating!: Don't be misled by the advertisement! They ship the hammock without the stand. It is simple and straightforward cheating,REVIEW,NOT APPLICABLE
"Playing in Leaves, making caramel apples, reading books.",ACTIVITY,FALL
"reading, drinking hot cocoa, watching tv",ACTIVITY,WINTER
good 60s collection for a good price: i bought this just on a whim when it first came out. and i like all the songs on it even though i didnt know many of them before i bought it. you will enjoy it if you like psychedelic pop at alll.and yes sanfrancisco girls is a treasure on this disc,REVIEW,NOT APPLICABLE
"Kater en sus origenes: Peter Kater es uno de los m??sdicoa m?ís interesantes que existen en el ambiente Jazz/Etnico de hoy. Con ejemplos maravillosos como su colaboraci??n con Nakai, en este disco nos demuestra las capacidades sonoras de las que es capaz en su etapa jazz?¡stica, valioso por su gran virtud exploradora. Indudablemente un buen ejemplo de como se debe comprometer la m??sica con su entorno.",REVIEW,NOT APPLICABLE
"walking,watching hockey, and reading",ACTIVITY,WINTER
Windoze 98: Windows 98 is a poor excuse for an OS.It makes my Pentium III run slow and unstable.If it was'nt for Norton Crash Guard 2000 I could'nt stand it. I have found the OEM versions that come with new pc's to be more stable than retail versions. I still love my MAC!,REVIEW,NOT APPLICABLE
"Early Godspeed exploitations: 2 1/2While a certain western darkness infuses this mildly appealing post-rock with some sort of distinction, besides for few climactic payoffs little sets the songwriting apart from any soft/loud standardizations.",REVIEW,NOT APPLICABLE
Pumpkins apples and crisp air,ACTIVITY,FALL
"hiking, baking & yard work",ACTIVITY,FALL
Snowboarding   Skiing,ACTIVITY,WINTER
"Making Snowmen, snowballs, and snow angels.",ACTIVITY,WINTER
"Don't waste your money!!!: I bought this for my infant daughter, & boy do I wish I read the reviews on it first! We've only had it a day & already the birds aren't working. It's really a piece of junk. If you own a newer crib don't buy it if you plan on attaching it to the side because it won't fit. It's designed to ONLY fit the older style cribs with a very thin rail along the top of the crib. The only positive things I can say about thisproduct is that the music is rather pleasant. Honestly save your money & buy another mobile.",REVIEW,NOT APPLICABLE
"The Worst Kids' Magazine Ever Created: Once I found myself among a group of parents who were talking about this magazine. One person said that it was the worst magazine he could possibly imagine. Another said that she put it in an envelope and paid to send it back with an angry letter. I thought, ""What could possibly be so bad?"" Then we received a subscription as a gift. As other reviewers have noted, the entire magazine is advertisements for things like junk food. The ""articles"" in the one I looked at were also like advertisements, being articles about the newest Disney movie or the science of video games. It was terrible. I called immediately to cancel even though I was not paying for it. Did not want that junky thing coming to my house.We subscribe to N",REVIEW,NOT APPLICABLE
Snow  Cold  Staying in,ACTIVITY,WINTER
"road trips  vacations visiting grand kids  gathering with friends and family,  ie  BBQ",ACTIVITY,SUMMER
"what's the hype???: After all of the awards I decided to give it a listen, then again a few days later. Still what a snooze. There are two ok songs but all sound the same and they would make great elevator music. The tempo is so slow and I think I heard one up tempo part of a song. This is a classic case of the record label or awards show trying to build an artist. It would have been fine for her to win a couple of awards but not the volume she did. You can't tell me there aren't other good musical talents out there or was she the only one for the entire year. What a slap in the face of the awards shows staying open minded.",REVIEW,NOT APPLICABLE
Addicted to the approval of man?: Great insight for anyone who struggles with an addiction for approval. At one time or another all Christians have been subjected to rejection in one form or another. This is a worthwhile read.,REVIEW,NOT APPLICABLE
"Pumpkin patch, Apple picking, carving pumpkins",ACTIVITY,FALL
"Don't buy it: Have received and reviewed this item. I cranked it for 2 minutes. The radio played no longer than 2-3 minutes then died. I tried to crank it longer - same results. It is useless. It's large and bulky (though very sleek and nice). The cranking handle looks fragile and I suspect with all the cranking this toy needs, it will break sooner than later. Bottom line: Don't buy it. I own another similar product which has a simple look however the radio plays for at least one hour on a 1 - 2 minutes crank.",REVIEW,NOT APPLICABLE
"Watching football, raking leaves, and pumpkin carving.",ACTIVITY,FALL
"Story has been done to death!: I was very disappointed with the book for many reasons. First, the story is cliche and has been done to death - black cat, haunted house, witches and magic. Secondly, I didn't feel that the characters were believable. An example is the Marty Sullivan character, a loser and a drunkard with an attitude - the guy you love to hate. His wife is very religious and very proper. Towards the end of the book there are a couple of times where she yells at him and he shrinks like a raisin and takes it from her. This is just not believable in a character like Marty Sullivan. The end was surprising and very abrupt - but also not believable.",REVIEW,NOT APPLICABLE
"Raking leaves, shoveling snow, playing in the rain.",ACTIVITY,FALL
"Oktoberfest, pumpkin carving, and sweater weather.",ACTIVITY,FALL
"I dont know if its good, but i hate its taste: Honestly, i don't know if its good or helped me. I disliked the taste totally. I cannot drink it anymore.",REVIEW,NOT APPLICABLE
"Halloween,  Thanksgiving dinner, my birthday day",ACTIVITY,FALL
"So glad to find this book!: I'm so happy to have found this book. I'm learning Italian, as well as trying to teach my six children. All the other phrase books out there were tailored to tourists.....this one is perfect for learning how to speak to your family. The authors really thought of everything!",REVIEW,NOT APPLICABLE
Eating sleeping holidays,ACTIVITY,WINTER
"False description: The description says 100% cotton, but the tag on each of the two pairs of shorts I received (different colors) says 50% polyester/50% cotton, and this is what they appear to be. Since Amazon.com cannot get the description right for a pair of shorts, I guess I cannot trust any of their descriptions. For an online retailer, this is serious, given the hassle involved in returning an item.",REVIEW,NOT APPLICABLE
drinking cocoa  wearing nice boots  having home made soup more often,ACTIVITY,WINTER
"Not up to par: I own all of the previous Mannheim Steamroller Christmas albums, and I have greatly enjoyed them. However, this one just doesn't cut it. Each of the previous albums has had at least one standout song, and apparently the ""Hallelujah Chorus"" was supposed to fit that bill on this album. But that's one of the most exciting pieces ever written, and the blah new-age arrangement here just ruins it. The piece from Tchaikovsky's Nutcracker is similarly much better in its original form. Chip Davis has succeeded in the past by taking familiar Christmas tunes and rearranging them in new and exciting ways, but there aren't any tracks on this album that fit that category.",REVIEW,NOT APPLICABLE
Really  don't  have  any,ACTIVITY,FALL
"Neiko 9 LED ALUMINUM FLASHLIGHT: I have read most of the reviews on these lights (I think the reviews are invaluable) and notice there are some minor problems with them. I have purchased 6 so far and never had a problem. However the three I am buying today could be the ones that go screwy. BUT for.....there is always a ""but for"", the price it is one hell of a great little flash light. I gave one to my son and my nephew and two nieces. I had to come to term with the fact that I have a flashlight fetish; had it since the boy scouts when the one I was using went dead and then 28 years later when the waterproof light I was using to SCUBA dive off the coast of Aruba at 50 feet conked out. I have had all kinds, brands, shapes and the either just wear out or drai",REVIEW,NOT APPLICABLE
Hiking  Watching the leaves turn a different color   Playing in the leaves,ACTIVITY,FALL
"Travel, travel and travel",ACTIVITY,SUMMER
not sure why ratings are so high...: I thought this movie was a bit confusing. The story didn't captivate me much and seemed like an amateur film. should have been a lot shorter and maybe would have been better. Usually I like surreal fantasy movies but this just didn't do it for me.,REVIEW,NOT APPLICABLE
"Swimming, traveling, and playing Pokémon Go",ACTIVITY,SUMMER
"Could Barely Finish: This book is awful. Apparantly there are a lot of people who have a high tolerance for the unreadable. It is boring and poorly written. You will not care about any of the characters. The 'Big Secret' is so inane that you will be insulted by the fact that you are supposed to care. Trust me...I read lots of books, and this is definitely one to pass on. DO NOT waste your time or money.",REVIEW,NOT APPLICABLE
"Softball, futbol, volleyball",ACTIVITY,FALL
Car: Although it is expensive..it is so worth it. Had trouble with the rear wheels and the bolts come off when it rolls. Not happy with that.,REVIEW,NOT APPLICABLE
"Football, Halloween, Thanksgiving",ACTIVITY,FALL
Snow shoeing skiing hiking,ACTIVITY,WINTER
"CHRISTMAS,NEW YEARS, NO GRASS CUTTING",ACTIVITY,WINTER
1- football  2- hiking   3- camping,ACTIVITY,FALL
Frankenfurter has epilepsy: Copletely skips all over the place... NOT reccomended.I don't know what monkeys put this thing together butit fellates. My VHS copy is much smoother. This thingglitches numerous times apparently losing track ofwhere it is on the disc. Too bad there is no 0 star rating.,REVIEW,NOT APPLICABLE
"Wonderful ideas presented for change and for oneness: I'll keep this short since there are so many wonderful reviews given already. Tomorrow's God has kept me wanting to know more - how do we as a society change. . . . or do we continue in the direction we are headed? It's up to us. I want to see a positive change. The ideas for change presented in this book demonstrate ways for us to unite, yet continue with our individual cultural values, worldwide. To unite in the belief of one God.Neale and others have started Humanity's Team. Copied from the website: ""Humanity's Team is a spiritual movement whose purpose is to communicate and implement the belief that we are all one, one with God and one with life, in a shared global state of being, so that the behavi",REVIEW,NOT APPLICABLE
Shoveling   Watching snow fall  Watching YouTube,ACTIVITY,WINTER
Swimming  Sitting outside   Walking in the park,ACTIVITY,SUMMER
Yoga Fun: Great video - a moderate exercise for older folks like me -- who rarely exercise enough to make a difference!,REVIEW,NOT APPLICABLE
"My kid really really wants me to buy this game: My daughter is pressuring me to get the game but the fact that something additional gets installed on my machine is deterrent enough. Like one of the other reviewers mentioned, if every software I install did this. I dont need this sort of junk of my machine.Plus the DRM is pretty sucky. It's like Quickbooks, which I do own, so I am aware of how sucky it can get. eg. I needed to reinstall my copy of Quickbooks 2004 cos of an OS corruption. Of course, the Quicken activation servers no longer do the 2004 version. So I am stuck with a piece of useless software, unless I pay them more $$$ and upgrade of course.This might not happen with EA but I'm not taking any chances.",REVIEW,NOT APPLICABLE
"I look for two elements in choosing recordings.: I am an audiophile as well as having had a life long love affair with Jazz.The play-back system I've put together has the ability to resolve a recordingwith extraordinary detail..This can work against me if the recording has not been engineered well in the first place.So the performance has to be a good one with good originality and musicianshipand it has to give me my audiophile thrill ride at the same time.I find that the Concord label is really great..Many of the LA4 recordings areexcellent and fulfill both elements admirably.I'm not saying that they are the last word in ""HIPNESS"" but very good strait ahead jazz with conceptual and memorable arrangements..I can't speak to the period before Jeff Hamilton b",REVIEW,NOT APPLICABLE
"Inappropriate for children.: I agree with the other reviewer about the inappropriatness of the ryme about ""trick or treat"" and pulling down anothers underwear. I personally do not want my children running around singing that inappropriate rhyme either. It also bothers me that when the Mother tells Froggy that he should be doing his homework she ""laughs"" at his response that he is Count Von Frogula and Vampires don't DO homework. That type of blatant disrespect is not allowed in our house and I do not want it modeled in books for my children either. This is minor, but I also did not like that Froggy cut holes in his Mom's ""best white sheet"" while making a ghost costume with no feelings of remorse and without any consequences to his actions. I do not want my",REVIEW,NOT APPLICABLE
Taking morning walks in the park.  shopping.  Going out to eat.,ACTIVITY,SUMMER
Leaves  Colors  Brisk air,ACTIVITY,FALL
one of the best shows ever made: I got my copy of the Firefly dvd for Christmas. It's one of the best shows ever made and I can't believe we don't get to know what happens next.,REVIEW,NOT APPLICABLE
"Redesigned for the worse: I was happy with the regular ultimate absorption poise pad. It is thinner and less absorbent now. I called the company and they say only the color of the pad and the packaging has changed. Not true--it leaks, in fact it beads up initially, It is definitely thinner than the old ones. I have both on hand and can see and feel the difference.Now I will try other brands",REVIEW,NOT APPLICABLE
Staying inside  Keeping warm  Making soup,ACTIVITY,WINTER
"watching tv, watching hockey games at the rink, sleeping",ACTIVITY,WINTER
Sledding  Drinking hot chocolate  Snowball fights,ACTIVITY,WINTER
Don't read this one first: Don't make this the first Earlene Fowler you read. I thought Benni's character was really flat and hard to relate to. Other major characters such as Dove hardly even get an introduction of her own--Fowler asssumes you've alread one of her books. I read Irish Chain (set in Benni's home stomping grounds) later and suddenly I could relate. I though Benni was a kick and I will probably find Kansas Troubles a lot more fun the second time around.,REVIEW,NOT APPLICABLE
Didn't do much at all: Reception was just slightly better than having nothing at all. This goes back to Best Buy for a refund tomorrow.,REVIEW,NOT APPLICABLE
Making a snowman sled riding snowballing.,ACTIVITY,WINTER
hunting  shopping  cooking,ACTIVITY,FALL
"I HATE These Cups: They leak everytime we use them. My son thinks it's cool because he can smear the liquid all over the floor. It's not worth the money. I bought another brand and they have not leaked once. I'm not sure why the avents leak, but they do and there's nothing I can do about it. I'm very disappointed. I just wasted a lot of money on something I will never use again.",REVIEW,NOT APPLICABLE
"Share time with my family, watch TV, walk",ACTIVITY,SUMMER
"Great for Daily Use: I purchased my Soehnle scale many years ago, and have used it three times daily the entire time. It delivers precisely what is promised, and has stood up to years of consistent use. I have replaced the batteries only once. If you are seeking a great kitchen scale that works in grams or ounces, this is it.",REVIEW,NOT APPLICABLE
sitting by the fireplace  playing trivia at the local pizza place  planning a vacation,ACTIVITY,WINTER
"Cold, work, and driving",ACTIVITY,FALL
"A Little Boring: I never enjoyed Sarah's music. She is a pitiful musician and is in my opinion only 'average'. Her new C-D is one of her typical depressing and boring albums. I would not reccomend this to anyone, except those who like very slow, flat music. After a few times though, you will tire from it completely. This is my opinion to those who spend their time reading this, and if yours is different and you decide to buy this than good for you!",REVIEW,NOT APPLICABLE
"Thumbs Down!: I had big expectations for a movie that included two good actors: Adam Sandler & Jack Nicholson, but this movie was a big let down. The movie got funny until after 20 minutes and they showed some pretty stupid stuff (And I like stupid stuff!): lesbians stapling one of their mouth closed, the guy from cheers acting as a cross-dresser!, hurting a budhist and making fun of his retarded sister!, telling a woman that he is expolding in his pants and she says thats ""too cute!"", how much lame crap can you stuff into a movie!Don't bother watching this unless you want to see a sick movie and you are over the age of twelve.",REVIEW,NOT APPLICABLE
"Really good coffee maker: My husband really wanted this coffee maker. He had seen it in a store but the prices here were much better so I decided to buy it. The coffee is really hot, which makes for a better cup of coffee. My only complaint with it would be that the stainless steel tends to spot and it is hard to get it off. Other than that, A+ coffee maker!",REVIEW,NOT APPLICABLE
"Thanksgiving, football,and shopping",ACTIVITY,FALL
"Good Price: The price for this exact model (same packaging etc etc) is $69 at Walmart and Target.Although price here seems to have gone up, it is still far cheaper.Bought for my dad who has been a lifetime blade user and can't use blades to shave anymore(anticoagulant medication), he thinks it does a pretty good job.",REVIEW,NOT APPLICABLE
"Ultraviolet SUCKS!!!: Good movie, bad move on the part of Warner Brothers... I like having my movies in iTunes, it's unfortunate that WB would pull a 180 from their previous releases. DO NOT BUY!",REVIEW,NOT APPLICABLE
"Friends, family, cookouts.",ACTIVITY,SUMMER
"Disappointing and unreal: This book is very disappointing and unreal. The characters are hollow, and the plot is totally unbelievable. There is a Branch Davidian cult taking over the world, the invasion of a nuclear power plant and then if that's not enough Middle Eastern terrorists, and they call in Scarpetta to solve this? Come on. Also, Generals in the Navy? (there are no Generals in the Navy). Then of course Lucy is back, who seems to get more arrogant and unlikable in each book. As in previous books she's still angry and always sulking and in a bad mood. This is my 7th Scarpetta novel, and it might be my last. The characters are becoming irritating and tiresome, especially Lucy, (get rid of her or give her a better attitude). I also found myself getti",REVIEW,NOT APPLICABLE
"not much to listen too: i was pretty disapointed with this compilation. very few songs worth listening too. the eggs and a few Walleye songs are about the only ones i could stand for more than a few minutes on this album. i realized why none of these bands besides the ones mentioned had any ripple in the indie scene, none had any melody or original instrumental ideas at all.",REVIEW,NOT APPLICABLE
"Great book!: First I read it four years ago, and since then many times.I like simplicity of it and it gives me a lot of inspiration.",REVIEW,NOT APPLICABLE
"wonderful film!!!!: A wonderful film, just one of the best I've ever seen with Sean Connery, the critics was not fair to him, but sometimes it never is. For those who watch, I believe that you will not regret.",REVIEW,NOT APPLICABLE
Pumpkin patch  Bonfires   Trick or treating,ACTIVITY,FALL
"Works for me.: I got this filter for free as a part of the deal when I bought my DSLR. I am a DSLR newbie and find the filter to be a good fit for the kit lens. The images taken after putting on the lens do not distort the pictures. So far so good. And for free, its really good.Tiffen 58mm UV Protection Filter",REVIEW,NOT APPLICABLE
